index,Last level,GHG/Unit,GHG Conversion Factor
3268,"20,000–59,999 dwt",kg CO2e,0.00236
3269,"10,000–19,999 dwt",kg CO2e,0.00429
32610,5000–9999 dwt,kg CO2e,0.0067
32611,0–4999 dwt,kg CO2e,0.01033
32612,Average,kg CO2e,0.00205
32613,"20,000+ dwt",kg CO2e,0.00193
32614,"10,000–19,999 dwt",kg CO2e,0.00248
32615,5000–9999 dwt,kg CO2e,0.00347
32616,0–4999 dwt,kg CO2e,0.0051
32617,Average,kg CO2e,0.00234
32618,"200,000+ m3",kg CO2e,0.00214
32619,"0–199,999 m3",kg CO2e,0.00333
32620,Average,kg CO2e,0.00262
32621,"50,000+ m3",kg CO2e,0.00207
32622,"0–49,999 m3",kg CO2e,0.00999
32623,Average,kg CO2e,0.00235
3270,"200,000+ dwt",kg CO2e,0.00057
3271,"100,000–199,999 dwt",kg CO2e,0.00069
3272,"60,000–99,999 dwt",kg CO2e,0.00094
3273,"35,000–59,999 dwt",kg CO2e,0.00131
3274,"10,000–34,999 dwt",kg CO2e,0.00181
3275,0–9999 dwt,kg CO2e,0.0067
3276,Average,kg CO2e,0.0008
3277,"10,000+ dwt",kg CO2e,0.00273
3278,5000–9999 dwt,kg CO2e,0.00363
3279,0–4999 dwt,kg CO2e,0.00319
32710,"10,000+ dwt 100+ TEU",kg CO2e,0.00253
32711,5000–9999 dwt 100+ TEU,kg CO2e,0.00402
32712,0–4999 dwt 100+ TEU,kg CO2e,0.00455
32713,Average,kg CO2e,0.003
32714,8000+ TEU,kg CO2e,0.00287
32715,5000–7999 TEU,kg CO2e,0.00381
32716,3000–4999 TEU,kg CO2e,0.00381
32717,2000–2999 TEU,kg CO2e,0.00459
32718,1000–1999 TEU,kg CO2e,0.00737
32719,0–999 TEU,kg CO2e,0.00833
32720,Average,kg CO2e,0.00365
32721,4000+ CEU,kg CO2e,0.00735
32722,0–3999 CEU,kg CO2e,0.01322
32723,Average,kg CO2e,0.00873
32724,2000+ LM,kg CO2e,0.01136
32725,0–1999 LM,kg CO2e,0.01384
32726,Average,kg CO2e,0.0117
32727,Average,kg CO2e,0.08528
32728, All dwt,kg CO2e,0.00296
