index,Last level,GHG/Unit,GHG Conversion Factor
13267,Emissions including only non-Kyoto products,kg CO2e,1.0
13268,Emissions including only non-Kyoto products,kg CO2e,1.0
13269,Emissions including only non-Kyoto products,kg CO2e,1.0
13270,Emissions including only non-Kyoto products,kg CO2e,7528.0
13271,Emissions including only non-Kyoto products,kg CO2e,3870.0
13272,Emissions including only non-Kyoto products,kg CO2e,4786.0
13273,Emissions including only non-Kyoto products,kg CO2e,8326.0
13274,Emissions including only non-Kyoto products,kg CO2e,3973.0
13275,Emissions including only non-Kyoto products,kg CO2e,7956.0
13276,Emissions including only non-Kyoto products,kg CO2e,3857.0
13277,Emissions including only non-Kyoto products,kg CO2e,
13278,Emissions including only non-Kyoto products,kg CO2e,
13279,Emissions including only non-Kyoto products,kg CO2e,
13280,Emissions including only non-Kyoto products,kg CO2e,774.0
13281,Emissions including only non-Kyoto products,kg CO2e,1.24
13282,Emissions including only non-Kyoto products,kg CO2e,0.1
13283,Emissions including only non-Kyoto products,kg CO2e,
1320,Total emissions including non-Kyoto products,kg CO2e,1130.0
1321,Total emissions including non-Kyoto products,kg CO2e,1236.0
1322,Total emissions including non-Kyoto products,kg CO2e,876.0
1323,Total emissions including non-Kyoto products,kg CO2e,2571.0
1324,Total emissions including non-Kyoto products,kg CO2e,2261.0
1325,Total emissions including non-Kyoto products,kg CO2e,3100.0
1326,Total emissions including non-Kyoto products,kg CO2e,4457.0
1327,Total emissions including non-Kyoto products,kg CO2e,3943.0
1328,Total emissions including non-Kyoto products,kg CO2e,4821.0
1329,Total emissions including non-Kyoto products,kg CO2e,1780.0
13210,Total emissions including non-Kyoto products,kg CO2e,1923.0
13211,Total emissions including non-Kyoto products,kg CO2e,2547.0
13212,Total emissions including non-Kyoto products,kg CO2e,1624.0
13213,Total emissions including non-Kyoto products,kg CO2e,1487.0
13214,Total emissions including non-Kyoto products,kg CO2e,1425.0
13215,Total emissions including non-Kyoto products,kg CO2e,1674.0
13216,Total emissions including non-Kyoto products,kg CO2e,3257.0
13217,Total emissions including non-Kyoto products,kg CO2e,1485.0
13218,Total emissions including non-Kyoto products,kg CO2e,1474.0
13219,Total emissions including non-Kyoto products,kg CO2e,1924.0
13220,Total emissions including non-Kyoto products,kg CO2e,2048.0
13221,Total emissions including non-Kyoto products,kg CO2e,1555.0
13222,Total emissions including non-Kyoto products,kg CO2e,1659.0
13223,Total emissions including non-Kyoto products,kg CO2e,2172.0
13224,Total emissions including non-Kyoto products,kg CO2e,1945.0
13225,Total emissions including non-Kyoto products,kg CO2e,1375.0
13226,Total emissions including non-Kyoto products,kg CO2e,1274.0
13227,Total emissions including non-Kyoto products,kg CO2e,1468.0
13228,Total emissions including non-Kyoto products,kg CO2e,544.0
13229,Total emissions including non-Kyoto products,kg CO2e,975.0
13230,Total emissions including non-Kyoto products,kg CO2e,2127.0
13231,Total emissions including non-Kyoto products,kg CO2e,2742.0
13232,Total emissions including non-Kyoto products,kg CO2e,1643.0
13233,Total emissions including non-Kyoto products,kg CO2e,1693.0
13234,Total emissions including non-Kyoto products,kg CO2e,2688.0
13235,Total emissions including non-Kyoto products,kg CO2e,2161.0
13236,Total emissions including non-Kyoto products,kg CO2e,1382.0
13237,Total emissions including non-Kyoto products,kg CO2e,2385.0
13238,Total emissions including non-Kyoto products,kg CO2e,2890.0
13239,Total emissions including non-Kyoto products,kg CO2e,2847.0
13240,Total emissions including non-Kyoto products,kg CO2e,2290.0
13241,Total emissions including non-Kyoto products,kg CO2e,2794.0
13242,Total emissions including non-Kyoto products,kg CO2e,2473.0
