index,Last level,GHG/Unit,GHG Conversion Factor
1665,50% Laden,kWh (Net CV),4.64265
1666,50% Laden,kWh (Net CV),0.96983
1667,50% Laden,kWh (Net CV),4.32316
1668,50% Laden,kWh (Net CV),6.95745
1669,50% Laden,kWh (Net CV),1.03696
16610,50% Laden,kWh (Net CV),3.71102
16611,50% Laden,kWh (Net CV),5.97231
16612,50% Laden,kWh (Net CV),0.57002
16613,50% Laden,kWh (Net CV),3.47241
16614,50% Laden,kWh (Net CV),5.5883
16615,50% Laden,kWh (Net CV),0.42635
16616,50% Laden,kWh (Net CV),3.80574
16617,50% Laden,kWh (Net CV),6.12474
16618,50% Laden,kWh (Net CV),0.4292
16619,50% Laden,kWh (Net CV),3.79309
16620,50% Laden,kWh (Net CV),6.10438
16621,50% Laden,kWh (Net CV),0.54995
16622,50% Laden,kWh (Net CV),3.76088
16623,50% Laden,kWh (Net CV),6.05255
1660,100% Laden,kWh (Net CV),1.13932
1661,100% Laden,kWh (Net CV),2.48684
1662,100% Laden,kWh (Net CV),4.00218
1663,100% Laden,kWh (Net CV),0.68297
1664,100% Laden,kWh (Net CV),3.24541
1665,100% Laden,kWh (Net CV),5.22299
1666,100% Laden,kWh (Net CV),0.5722
1667,100% Laden,kWh (Net CV),5.10133
1668,100% Laden,kWh (Net CV),8.20979
1669,100% Laden,kWh (Net CV),0.60513
16610,100% Laden,kWh (Net CV),4.30983
16611,100% Laden,kWh (Net CV),6.93599
16612,100% Laden,kWh (Net CV),0.34201
16613,100% Laden,kWh (Net CV),4.16689
16614,100% Laden,kWh (Net CV),6.70596
16615,100% Laden,kWh (Net CV),0.26647
16616,100% Laden,kWh (Net CV),4.75717
16617,100% Laden,kWh (Net CV),7.65592
16618,100% Laden,kWh (Net CV),0.26797
16619,100% Laden,kWh (Net CV),4.73477
16620,100% Laden,kWh (Net CV),7.61988
16621,100% Laden,kWh (Net CV),0.33514
16622,100% Laden,kWh (Net CV),4.56499
16623,100% Laden,kWh (Net CV),7.34664
1660,Average Laden,kWh (Net CV),2.42584
1661,Average Laden,kWh (Net CV),2.27684
1662,Average Laden,kWh (Net CV),3.66421
1663,Average Laden,kWh (Net CV),1.66949
1664,Average Laden,kWh (Net CV),2.77663
1665,Average Laden,kWh (Net CV),4.46855
1666,Average Laden,kWh (Net CV),0.78693
1667,Average Laden,kWh (Net CV),4.55557
1668,Average Laden,kWh (Net CV),7.33148
1669,Average Laden,kWh (Net CV),0.90638
16610,Average Laden,kWh (Net CV),3.84794
16611,Average Laden,kWh (Net CV),6.19265
16612,Average Laden,kWh (Net CV),0.56107
16613,Average Laden,kWh (Net CV),3.4863
16614,Average Laden,kWh (Net CV),5.61065
16615,Average Laden,kWh (Net CV),0.34171
16616,Average Laden,kWh (Net CV),4.14825
16617,Average Laden,kWh (Net CV),6.67596
16618,Average Laden,kWh (Net CV),0.34605
16619,Average Laden,kWh (Net CV),4.12314
16620,Average Laden,kWh (Net CV),6.63554
16621,Average Laden,kWh (Net CV),0.45707
16622,Average Laden,kWh (Net CV),4.0134
16623,Average Laden,kWh (Net CV),6.45893
