index,Scope,Level 1,Activity,Type,Last level,UOM,GHG/Unit,GHG Conversion Factor
16621,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All HGVs,100% Laden,tonne.km,kWh (Net CV),0.33514
16622,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All HGVs,100% Laden,km,kWh (Net CV),4.56499
16623,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All HGVs,100% Laden,miles,kWh (Net CV),7.34664
1660,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average Laden,tonne.km,kWh (Net CV),2.42584
1661,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average Laden,km,kWh (Net CV),2.27684
1662,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average Laden,miles,kWh (Net CV),3.66421
1663,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average Laden,tonne.km,kWh (Net CV),1.66949
1664,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average Laden,km,kWh (Net CV),2.77663
1665,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average Laden,miles,kWh (Net CV),4.46855
1666,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>17 tonnes),Average Laden,tonne.km,kWh (Net CV),0.78693
1667,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>17 tonnes),Average Laden,km,kWh (Net CV),4.55557
1668,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>17 tonnes),Average Laden,miles,kWh (Net CV),7.33148
1669,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All rigids,Average Laden,tonne.km,kWh (Net CV),0.90638
16610,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All rigids,Average Laden,km,kWh (Net CV),3.84794
16611,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All rigids,Average Laden,miles,kWh (Net CV),6.19265
16612,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),Average Laden,tonne.km,kWh (Net CV),0.56107
16613,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),Average Laden,km,kWh (Net CV),3.4863
16614,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),Average Laden,miles,kWh (Net CV),5.61065
16615,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>33t),Average Laden,tonne.km,kWh (Net CV),0.34171
16616,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>33t),Average Laden,km,kWh (Net CV),4.14825
16617,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>33t),Average Laden,miles,kWh (Net CV),6.67596
16618,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All artics,Average Laden,tonne.km,kWh (Net CV),0.34605
16619,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All artics,Average Laden,km,kWh (Net CV),4.12314
16620,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All artics,Average Laden,miles,kWh (Net CV),6.63554
16621,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All HGVs,Average Laden,tonne.km,kWh (Net CV),0.45707
16622,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All HGVs,Average Laden,km,kWh (Net CV),4.0134
16623,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All HGVs,Average Laden,miles,kWh (Net CV),6.45893
